clean_review,aspect,y
-PRON- look like black mirror actually choose black colour -PRON- actually mirror -PRON- catch fingerprint fast,processor,1
-PRON- second redmi phone starve 5 star rating base -PRON- 7days usage product disadvantageously class bad interface android oreo miui 10 -PRON- excellent feature e battery screen camera speed etc pakka paisa vasool recommend stop -PRON-,battery,0
phone really good cheap price -PRON- nice camera quality metallic body battery backup good also phone highly recommend low budget,processor,1
phone really amazing budget love quality camera work fast look also good highly recommend everyone,battery,1
absolutely fantastic pricecamera good clear quite low lighting conditionsbattery life adequate work day moderate usesound quality good price,battery,1
front portrait mode awesome battery backup descent mi perfered partner store minor city india buy phone low price 1000 surprisingly -PRON- leave insufficient stock mi need begin,battery,0
imperfect indian phone contraindicate everyone unwilling sell phone within 15k range super photo quality heavy weight heating problem bad battery backup,battery,0
wow point spend soo much one plus definitely beat -PRON- come -PRON- partly worth money,phone,0
bad quality evil back phone hate featuer value money camera quality also evil,delivery,0
hate red heart -PRON- -PRON- hang time -PRON- great phone mobile phone line class hate red heart -PRON- highly recommend immobile phone mobile phone,phone,0
awesome productthank flipkart speed delivery nice lookinggood cameragood battery back upperfect size usei give rating 95 10its amazing,battery,1
phone work good problem storage yu phone buy 3 gb ram 64 gb internal memoryoverall pwoli phone,battery,1
seem value money gift -PRON- -PRON- dad -PRON- happy use -PRON- mi phone quite good performance wise lag super fast app processinga must buy phone base budget,battery,1
redmi y2 good mobile mobile performance good battery one day use camera good performance happy flipkart shopping,battery,1
camera pretty good -PRON- night mode really nyc 48mp mode really waaooh quality picture provide -PRON- average like normal mode battery good phone look nyc value money product,battery,1
superb modeltook happy redmi 6agood camerafeature also niceoverall awesomeworth pricethanks flipkart redmi,battery,1
easily one good budget phone marketpros1 4 gb ram variant 10k2 48mp camera capture good image mobile price range3 4000 mah battery enough day heavy usagecons1 miui2 front camera great,battery,1
camera performance outstanding instal google camera gcam must app deviceallrounder phone happy charge time 145minqc40 charging market gimmick qc 40 charger available market,processor,1
nasty mobile high price evil feature compare low range mobile 10k go service filpkart -PRON- locality -PRON- evil service delivery man awesome -PRON- imagination awesome service,battery,0
great phonegreat build qualityperform really well chargedcamera quality great price rangeit good phone price rangere color look really classy,battery,1
-PRON- bad quality screen notch bezel less display face unlock worsen -PRON- obviate time lock 3 5seconds overall -PRON- bad phone,battery,0
super phone really awesome camera verry low quality super great redmi note 7 pro must bye thanku flipkart,battery,0
vary nasty phone photo clarity bad battery capacity bad nasty mobile evil condition bad working,processor,0
nicely deliver early date deliveryhappy -PRON- safe packagingnice productim happy budget friendly price awesome redmi 8 smile face smile eyesthank -PRON- much team flipkart red heart,battery,1
back super classy product camera quality abnormal battery beat heart backup superb overall value money stay place -PRON- starstruck starstruck take thumbs like ur dissatisfy review,battery,0
-PRON- amazing 6 gb ram offer great speed even compare -PRON- oneplus6 case -PRON- outperform phone camera amazing automatic mode bad -PRON- camera 2 api disable -PRON- use google cam easily overall value money really impressed,battery,0
superb designawesome gameplay smooth pubg asphalt hdawesome big screenpowerful battery backup,battery,1
-PRON- real lover mi superb phone thank flipkart delivery 2 daysphone performance excellent -PRON-,delivery,1
bad class would recommend impatient sell one flash sale bit disappointing one worth patience bear -PRON- smile face smile eye -PRON- insignificant competitor till wink face tongue wink face tongue,phone,0
use phone 15 dayscameraprocessor good display quality averagebattery backup one day,battery,1
great price suggest -PRON- people want buy get late hurry great phone -PRON- review 3 month use want attach photo phone one capture server show file large photo size 1489 mb,battery,1
mobile evil look -PRON- price warm comparison immobile -PRON- battery high voltage time big immobile work fast unhappy buy immobile despair person fall short sell smartphone,battery,0
awsome phone mid range bring phone -PRON- father know anything android phone -PRON- abe easily use phone due less competitive highly recommend old one face blow kiss,phone,1
product good use issue till camera value money good thing ant battery backup strong want overall give 455 satisfied,battery,1
evil product value money note 6 anti note 5 anti would dislike contraindicate note 5 pro,phone,0
evil option budget gaming day day phone battery evil display quality also bad camera cool tone photo -PRON- use gcam falsify overall nasty phone,battery,0
phone partly awesome price -PRON- malfunction fastly big bit disappointed rear camera -PRON- unlike redmi note5 pro number camera 12mp 5 mp,battery,0
10k good budget phone performance phone good picture quality good battery performance also good flipkart deliver product less 48 hour,battery,1
mi ignore 7 anti ia osm -PRON- camera war warm try sell phone 13 march time phone stock try sell phone unhappy sell phone 48mp camera badly gorilla glass 5 exalent back camera good forward side texture osm,battery,0
amazing photoscamera quality stunningfeel premium handat price range -PRON- get 48mp competitor think farthank -PRON- xiaomi innovative productshope note 8 come pin hole come display like samsung s10,phone,1
allover mobile value money camera good budget -PRON- budget mobile battery 5000mah one good phone processor also good range camera good take photo compare mobile rangeyou buy good phone range,battery,1
value money camera okbattery good important part -PRON- support fast charge 18wdisplay good price rangeperformance goodyou find brand 4 gb 64 gb price rangeit support dual volte timeglossy lookthose moderate user go,battery,1
great phone 20k bad camera battery also bad unsound quality great hate product also flipkart dilivery fast,battery,0
-PRON- rear camera good quality frint camera awesome performance great super awesome display quality one thing tickle -PRON- mind two speaker bottom edge one -PRON- work knw -PRON- look serious malfunction,battery,1
